title~author~file
The Ghost of Miltiades~Thomas Moore~poem_79.txt
TO HIS SAVIOUR, A CHILD;A PRESENT, BY A CHILD~Robert Herrick~poem_80.txt
Winter Walk~John Clare~poem_81.txt
Address Intended to Be Recited at the Caledonian Meeting~George Gordon, Lord Byron~poem_82.txt
I'd Mourn the Hopes~Thomas Moore~poem_83.txt
Epipsychidion~Percy Bysshe Shelley~poem_84.txt
Matilda Gathering Flowers~Percy Bysshe Shelley~poem_85.txt
On Napoleon's Escape From Elba~George Gordon, Lord Byron~poem_86.txt
Sonnet 30: When to the sessions of sweet silent thought~William Shakespeare~poem_87.txt
Epitaph. on Mrs Corbet, Who Died of a Cancer in Her Breast.~Alexander Pope~poem_88.txt
Young Lambs~John Clare~poem_89.txt
It Was upon~Edward Thomas~poem_90.txt
The Canterbury Tales. The Merchant's Tale.~Geoffrey Chaucer~poem_91.txt
Epitaph. Intended for Sir Isaac Newton, in Westminster Abbey.~Alexander Pope~poem_92.txt
Country Letter~John Clare~poem_93.txt
Friendship Between Ephelia And Ardelia~Anne Kingsmill Finch~poem_94.txt
To the Memory of Henry Welles Livingston~Major Henry Livingston, Jr.~poem_95.txt
Come Home!~Mary Elizabeth Coleridge~poem_96.txt
A Hymn In Honour Of Beauty~Edmund Spenser~poem_97.txt
Endymion: Book II~John Keats~poem_98.txt
Cock-Crow~Edward Thomas~poem_99.txt
The Chimney Sweeper~William Blake~poem_100.txt
Starting from Paumanok.~Walt Whitman~poem_101.txt
92. Suppressed Stanzas of “The Vision”~Robert Burns~poem_102.txt
An Elegy on the Death of Montgomery Tappen~Major Henry Livingston, Jr.~poem_103.txt
The Faded Flower~Samuel Coleridge~poem_104.txt
Beauty~Edward Thomas~poem_105.txt
To Stella~Percy Bysshe Shelley~poem_106.txt
Gareth And Lynette~Lord Alfred Tennyson~poem_107.txt
Sonnet XLI: Having This Day My Horse~Sir Philip Sidney~poem_108.txt
Balin and Balan~Lord Alfred Tennyson~poem_109.txt
The Reaper and the Flowers~Henry Wadsworth Longfellow~poem_110.txt
My wheel is in the dark!~Emily Dickinson~poem_111.txt
The Tree~Anne Kingsmill Finch~poem_112.txt
The Fear of Flowers~John Clare~poem_113.txt
The inundation of the Spring~Emily Dickinson~poem_114.txt
Except the Heaven had come so near~Emily Dickinson~poem_115.txt
A Wall~Robert Browning~poem_116.txt
To The Memory Of Mr Oldham~John Dryden~poem_117.txt
Come up from the Fields, Father.~Walt Whitman~poem_118.txt
Orpheus~Percy Bysshe Shelley~poem_119.txt
Celestial Music~John Donne~poem_120.txt
Holy Sonnet XI: Spit In My Face You Jews, And Pierce My Side~John Donne~poem_121.txt
Fragment~John Clare~poem_122.txt
Sonnet XXXV: Some, Misbelieving~Michael Drayton~poem_123.txt
Ode On The Spring~Thomas Gray~poem_124.txt
Martial, Lib. I. Epig. I~George Gordon, Lord Byron~poem_125.txt
The Task: Book IV, The Winter Evening (excerpts)~William Cowper~poem_126.txt
I Dreamt of Robin~John Clare~poem_127.txt
Sonnet 100: Where art thou Muse that thou forget'st so long~William Shakespeare~poem_128.txt
Sonnet 18: Shall I compare thee to a summer's day?~William Shakespeare~poem_129.txt
The Word~Edward Thomas~poem_130.txt
Tis the Last Rose of Summer~Thomas Moore~poem_131.txt
Fragment: The Lake's Margin~Percy Bysshe Shelley~poem_132.txt
Joy and Peace in Believing~William Cowper~poem_133.txt
Song~Percy Bysshe Shelley~poem_134.txt
Fragment: Thoughts Come and Go in Solitude~Percy Bysshe Shelley~poem_135.txt
The Inauguration of the Hill o' Balgay~William Topaz McGonagall~poem_136.txt
Sonnet VII: When Nature~Sir Philip Sidney~poem_137.txt
Holy Sonnet VII: At The Round Earth's Imagined Corners Blow~John Donne~poem_138.txt
Sonnet XXXVIII: Oh Sigh~Robinson~poem_139.txt
The Vixen~John Clare~poem_140.txt
Each Life Converges to some Centre --~Emily Dickinson~poem_141.txt
To Mary Shelley~Percy Bysshe Shelley~poem_142.txt
The Summer that we did not prize,~Emily Dickinson~poem_143.txt
Before The Paling Of The Stars~Christina Rossetti~poem_144.txt
Winter Stores~Charlotte Bronte~poem_145.txt
Abu midjan~Eugene Field~poem_146.txt
Love's Young Dream~Thomas Moore~poem_147.txt
In Memoriam A. H. H.: 78. Again at Christmas did we weave~Lord Alfred Tennyson~poem_148.txt
"Heavenly Father" -- take to thee~Emily Dickinson~poem_149.txt
Endymion: Book III~John Keats~poem_150.txt
Chaucer.~Alexander Pope~poem_151.txt
In Hilly-Wood~John Clare~poem_152.txt
Sonnet 75~Edmund Spenser~poem_153.txt
The Halt Before Rome--September 1867~Algernon Charles Swinburne~poem_154.txt
The Princess: A Medley: Home they Brought her Warrior Dead~Lord Alfred Tennyson~poem_155.txt
I started Early -- Took my Dog --~Emily Dickinson~poem_156.txt
Later life~Christina Rossetti~poem_157.txt
Marthy's younkit~Eugene Field~poem_158.txt
Across the Sea Along the Shore~Arthur Hugh Clough~poem_159.txt
To the Lord Chancellor~Percy Bysshe Shelley~poem_160.txt
Cradle Song~Lord Alfred Tennyson~poem_161.txt
Fragment: 'I Stood upon a Heaven-Cleaving Turret'~Percy Bysshe Shelley~poem_162.txt
By a flower -- By a letter~Emily Dickinson~poem_163.txt
The Flood~John Clare~poem_164.txt
Epitaph~George Gordon, Lord Byron~poem_165.txt
To Night~Percy Bysshe Shelley~poem_166.txt
The Glove~Robert Browning~poem_167.txt
The Fallen Elm~John Clare~poem_168.txt
Home~Edward Thomas~poem_169.txt
A Lover's Complaint~William Shakespeare~poem_170.txt
Vision Of The Archangels, The~Rupert Brooke~poem_171.txt
The Seasons: Winter~James Thomson~poem_172.txt
For largest Woman's Hearth I knew~Emily Dickinson~poem_173.txt
Mentana : First Anniversary~Algernon Charles Swinburne~poem_174.txt
An Old Song~Edward Thomas~poem_175.txt
The Meeting of the Waters~Thomas Moore~poem_176.txt
Sonnet 23: As an unperfect actor on the stage~William Shakespeare~poem_177.txt
Fragments~Alan Seeger~poem_178.txt
A Life-Lesson~James Whitcomb Riley~poem_179.txt
1914 V: The Soldier~Rupert Brooke~poem_180.txt
The Heaven vests for Each~Emily Dickinson~poem_181.txt
Witchcraft was hung, in History,~Emily Dickinson~poem_182.txt
Sonnet 146: Poor soul, the centre of my sinful earth~William Shakespeare~poem_183.txt
The Long Small Room~Edward Thomas~poem_184.txt
Sonnet 30 (Fire And Ice)~Edmund Spenser~poem_185.txt
Summer Wind~William Cullen Bryant~poem_186.txt
If I'm lost -- now~Emily Dickinson~poem_187.txt
To One In Paradise~Edgar Allan Poe~poem_188.txt
They May Rail at this Life~Thomas Moore~poem_189.txt
Sonnet 32 - The first time that the sun rose on thine oath~Elizabeth Barrett Browning~poem_190.txt
To the Duke of Dorset~George Gordon, Lord Byron~poem_191.txt
Fragment: A Tale Untold~Percy Bysshe Shelley~poem_192.txt
Newstead Abbey~George Gordon, Lord Byron~poem_193.txt
This Life Is All Chequer'd With Pleasures and Woes~Thomas Moore~poem_194.txt
Translation of the Famous Greek War Song, "δεῦτε παῖδεσ τῶν ἑλλήνων."~George Gordon, Lord Byron~poem_195.txt
The Little Match Girl~William Topaz McGonagall~poem_196.txt
On My Wife's Birth-Day~Christopher Smart~poem_197.txt
Modern Love III: This Was the Woman~George Meredith~poem_198.txt
Sonnet 9: Is it for fear to wet a widow's eye~William Shakespeare~poem_199.txt
The Song of the Shirt~Thomas Hood~poem_200.txt
309. Verses on Captain Grose~Robert Burns~poem_201.txt
To Anne~George Gordon, Lord Byron~poem_202.txt
Remembrance~Percy Bysshe Shelley~poem_203.txt
Pain In Pleasure~Elizabeth Barrett Browning~poem_204.txt
Sonnet 34: Why didst thou promise such a beauteous day~William Shakespeare~poem_205.txt
At A Solemn Musick~John Milton~poem_206.txt
Bliss is the plaything of the child --~Emily Dickinson~poem_207.txt
The Dream Called Life~Edward Fitzgerald~poem_208.txt
The Book of Thel. Part IV~William Blake~poem_209.txt
The Funeral~John Donne~poem_210.txt
Italian Music in Dakota.~Walt Whitman~poem_211.txt
Night is Darkening Around Me, The~Emily Bronte~poem_212.txt
I lost a World -- the other day!~Emily Dickinson~poem_213.txt
Lines: 'When the Lamp Is Shattered'~Percy Bysshe Shelley~poem_214.txt
Ossian's Address to the Sun in "Carthon."~George Gordon, Lord Byron~poem_215.txt
Under the Greenwood Tree~William Shakespeare~poem_216.txt
That Women Are But Men's Shadows~Ben Jonson~poem_217.txt
Stars~Emily Bronte~poem_218.txt
Monody to the Memory of Chatterton~Robinson~poem_219.txt
Epitaphium~Percy Bysshe Shelley~poem_220.txt
One Lovely Name~Walter Savage Landor~poem_221.txt
The Garden of Proserpine~Algernon Charles Swinburne~poem_222.txt
'Tis moonlight, summer moonlight~Emily Bronte~poem_223.txt
The Star~Henry Vaughan~poem_224.txt
Women He Liked~Edward Thomas~poem_225.txt
Elegy to the Memory of David Garrick, Esq.~Robinson~poem_226.txt
The successful man has thrust himself~Stephen Crane~poem_227.txt
There was a man and a woman~Stephen Crane~poem_228.txt
In Memoriam A. H. H.: 7. Dark house, by which once more I s~Lord Alfred Tennyson~poem_229.txt
Would you like summer?  Taste of ours.~Emily Dickinson~poem_230.txt
Sonnet 54: O! how much more doth beauty beauteous seem~William Shakespeare~poem_231.txt
Sonnet X: Dang'rous to Hear~Robinson~poem_232.txt
The Burns Statue~William Topaz McGonagall~poem_233.txt
To Emma~George Gordon, Lord Byron~poem_234.txt
To the Memory of Sarah Livingston~Major Henry Livingston, Jr.~poem_235.txt
The Pine Forest of the Cascine Near Pisa~Percy Bysshe Shelley~poem_236.txt
Not at Home to Callers~Emily Dickinson~poem_237.txt
February Afternoon~Edward Thomas~poem_238.txt
123. Lines to an Old Sweetheart~Robert Burns~poem_239.txt
I suppose the time will come~Emily Dickinson~poem_240.txt
Sonnet 132: Thine eyes I love, and they, as pitying me~William Shakespeare~poem_241.txt
Pignus Amoris~George Gordon, Lord Byron~poem_242.txt
November~John Clare~poem_243.txt
On the Death of a Young Lady, Cousin to the Author, and Very Dear to Him~George Gordon, Lord Byron~poem_244.txt
I noticed People disappeared~Emily Dickinson~poem_245.txt
Peace~George Herbert~poem_246.txt
438. Impromptu on Mrs. Riddell’s Birthday~Robert Burns~poem_247.txt
Melody to a Scene of Former Times~Percy Bysshe Shelley~poem_248.txt
So much Summer~Emily Dickinson~poem_249.txt
Summer -- we all have seen --~Emily Dickinson~poem_250.txt
The Burning of the People's Variety Theatre, Aberdeen~William Topaz McGonagall~poem_251.txt
To Friends At Home~Robert Louis Stevenson~poem_252.txt
To Mary Shelley~Percy Bysshe Shelley~poem_253.txt
Fragment. Written Shortly After the Marriage of Miss Chaworth~George Gordon, Lord Byron~poem_254.txt
June Dreams, In January~Sidney Lanier~poem_255.txt
Sonnet 62: Sin of self-love possesseth all mine eye~William Shakespeare~poem_256.txt
In Drear-Nighted December~John Keats~poem_257.txt
Paradise Lost: Book 10~John Milton~poem_258.txt
The Child in the Orchard~Edward Thomas~poem_259.txt
Nurse's Song~William Blake~poem_260.txt
15. Winter: A Dirge~Robert Burns~poem_261.txt
A Night-Rain in Summer~James Henry Leigh Hunt~poem_262.txt
Easter Week~Joyce Kilmer~poem_263.txt
The Flower of Liberty~Oliver Wendell Holmes~poem_264.txt
Spear Thistle~John Clare~poem_265.txt
Sonnet 151: Love is too young to know what conscience is~William Shakespeare~poem_266.txt
Lines Written on Hearing the News of the Death of Napoleon~Percy Bysshe Shelley~poem_267.txt
The Siege of Corinth~George Gordon, Lord Byron~poem_268.txt
Of Old Sat Freedom~Lord Alfred Tennyson~poem_269.txt
Satire IV.~Alexander Pope~poem_270.txt
7. Ah, woe is me, my Mother dear~Robert Burns~poem_271.txt
Spring Greeting~Sidney Lanier~poem_272.txt
On the Star of "the Legion of Honour."~George Gordon, Lord Byron~poem_273.txt
On Journeys Through The States.~Walt Whitman~poem_274.txt
Passage of the Apennines~Percy Bysshe Shelley~poem_275.txt
Farmer's Boy~John Clare~poem_276.txt
I. Peace~Rupert Brooke~poem_277.txt
Remembrances~John Clare~poem_278.txt
Youth And Age~Samuel Coleridge~poem_279.txt
Song. Translated From the Italian~Percy Bysshe Shelley~poem_280.txt
On the Portrait of Two Beautiful Young People~Gerard Manley Hopkins~poem_281.txt
Alfred Lord Tennyson - The Coming Of Arthur~Lord Alfred Tennyson~poem_282.txt
The Old Man Dreams~Oliver Wendell Holmes~poem_283.txt
Angels, in the early morning~Emily Dickinson~poem_284.txt
Moonrise~Gerard Manley Hopkins~poem_285.txt
Life and Art~Emma Lazarus~poem_286.txt
Thel's Motto~William Blake~poem_287.txt
My Triumph~John Greenleaf Whittier~poem_288.txt
Fragment of the Elegy on the Death of Bion~Percy Bysshe Shelley~poem_289.txt
Epilogue to the Satires.~Alexander Pope~poem_290.txt
Ode to a Lady Whose Lover Was Killed by a Ball, Which at the Same Time Shivered a Portrait Next His Heart~George Gordon, Lord Byron~poem_291.txt
Only God -- detect the Sorrow --~Emily Dickinson~poem_292.txt
To Edward Noel Long, Esq~George Gordon, Lord Byron~poem_293.txt
Summer in the South~Paul Laurence Dunbar~poem_294.txt
370. Song—Sic a Wife as Willie had~Robert Burns~poem_295.txt
Fragment: The Lady of the South~Percy Bysshe Shelley~poem_296.txt
TO THE WILLOW-TREE~Robert Herrick~poem_297.txt
Paradise Regained: The First Book~John Milton~poem_298.txt
Christmas treasures~Eugene Field~poem_299.txt
I'm sorry for the Dead -- Today --~Emily Dickinson~poem_300.txt
Vision of Belshazzar~George Gordon, Lord Byron~poem_301.txt
Sonnet 98: From you have I been absent in the spring~William Shakespeare~poem_302.txt
Satire II. to Mr Bethel.~Alexander Pope~poem_303.txt
"Faithful to the end" Amended~Emily Dickinson~poem_304.txt
Ah Sunflower~William Blake~poem_305.txt
Dorothy Q.~Oliver Wendell Holmes~poem_306.txt
Robin Hood, A Child.~James Henry Leigh Hunt~poem_307.txt
The Young May Moon~Thomas Moore~poem_308.txt
To Harriet~Percy Bysshe Shelley~poem_309.txt
Tie the Strings to my Life, My Lord,~Emily Dickinson~poem_310.txt
Sonnet 76: Why is my verse so barren of new pride~William Shakespeare~poem_311.txt
Lines in the Travellers' Book at Orchomenus~George Gordon, Lord Byron~poem_312.txt
When I was small, a Woman died --~Emily Dickinson~poem_313.txt
The Light of Stars~Henry Wadsworth Longfellow~poem_314.txt
The Strayed Reveller~Matthew Arnold~poem_315.txt
Music~Percy Bysshe Shelley~poem_316.txt
Mac Flecknoe~John Dryden~poem_317.txt
Fragment: 'When a Lover Clasps His Fairest'~Percy Bysshe Shelley~poem_318.txt
Death~John Clare~poem_319.txt
From The Flats.~Sidney Lanier~poem_320.txt
Two Houses~Edward Thomas~poem_321.txt
To Caroline~George Gordon, Lord Byron~poem_322.txt
Childish Recollections~George Gordon, Lord Byron~poem_323.txt
Ode to the Cambro-Britons and their Harp, His Ballad of Agi~Michael Drayton~poem_324.txt
One Life of so much Consequence!~Emily Dickinson~poem_325.txt
I got so I could take his name~Emily Dickinson~poem_326.txt
Defrauded I a Butterfly --~Emily Dickinson~poem_327.txt
Sonnet 19: Devouring Time, blunt thou the lion's paws~William Shakespeare~poem_328.txt
Elegy to the Memory of an Unfortunate Lady~Alexander Pope~poem_329.txt
Strayed Reveller, The~Matthew Arnold~poem_330.txt
Life's Tragedy~Paul Laurence Dunbar~poem_331.txt
An Essay on Criticism.~Alexander Pope~poem_332.txt
"Faith" is a fine invention~Emily Dickinson~poem_333.txt
Fragment: Zephyrus the Awakener~Percy Bysshe Shelley~poem_334.txt
The Canterbury Tales. The Miller's Tale.~Geoffrey Chaucer~poem_335.txt
The Wasp Trap~Edward Thomas~poem_336.txt
I Find No Peace~Sir Thomas Wyatt~poem_337.txt
Spring~William Shakespeare~poem_338.txt
To Nature~Samuel Coleridge~poem_339.txt
Bed in Summer~Robert Louis Stevenson~poem_340.txt
In a lonely place,~Stephen Crane~poem_341.txt
The Shepherd's Tree~John Clare~poem_342.txt
The Lake~Edgar Allan Poe~poem_343.txt
314. Song—There’ll never be Peace till Jamie comes hame~Robert Burns~poem_344.txt
The World's Wanderers~Percy Bysshe Shelley~poem_345.txt
Monody on the Death of the Right Hon. R. B. Sheridan~George Gordon, Lord Byron~poem_346.txt
There Was a Cherry-Tree~James Whitcomb Riley~poem_347.txt
Death~Helen Hunt Jackson~poem_348.txt
Autumn And Winter~Algernon Charles Swinburne~poem_349.txt
Our Hired Girl~James Whitcomb Riley~poem_350.txt
Wild Bees~John Clare~poem_351.txt
Translation of the Nurse's Dole in the _Medea_ of Euripides~George Gordon, Lord Byron~poem_352.txt
In snow thou comest --~Emily Dickinson~poem_353.txt
War Song~Thomas Moore~poem_354.txt
Astrophel and Stella VII: WhenNature Made her Chief Work~Sir Philip Sidney~poem_355.txt
A Cat~Edward Thomas~poem_356.txt
A Grammarian's Funeral : Shortly After the Revival of Learning in Europe~Robert Browning~poem_357.txt
38. Epitaph on my Ever Honoured Father~Robert Burns~poem_358.txt
A Wall Flower~Amy Levy~poem_359.txt
Nature can do no more~Emily Dickinson~poem_360.txt
Success Comes To Cow Creek~Edward Taylor~poem_361.txt
A Hymn for Christmas Day~Thomas Chatterton~poem_362.txt
To E--~George Gordon, Lord Byron~poem_363.txt
Epitaph. on Edmund Duke of Buckingham, Who Died in the Nineteenth Year of~Alexander Pope~poem_364.txt
Sonnet on the Nuptials of the Marquis Antonio Cavalli With the Countess Clelia Rasponi of Ravenna~George Gordon, Lord Byron~poem_365.txt
Lines to Mr. Hodgson.  Written on Board the Lisbon Packet~George Gordon, Lord Byron~poem_366.txt
Ike Walton's Prayer~James Whitcomb Riley~poem_367.txt
Spring Offensive~Wilfred Owen~poem_368.txt
A Tale of Christmas Eve~William Topaz McGonagall~poem_369.txt
The Landing of the Pilgrim Fathers~Elizabeth Barrett Browning~poem_370.txt
Souls And Rain-Drops~Sidney Lanier~poem_371.txt
Song II: Have No Thought for Tomorrow~William Morris~poem_372.txt
A Boston Ballad, 1854.~Walt Whitman~poem_373.txt
'Twas later when the summer went~Emily Dickinson~poem_374.txt
The Last Oracle~Algernon Charles Swinburne~poem_375.txt
The Evening Star~Walter Savage Landor~poem_376.txt
It sounded as if the Streets were running~Emily Dickinson~poem_377.txt
Lines~Percy Bysshe Shelley~poem_378.txt
To -- [Harriet]~Percy Bysshe Shelley~poem_379.txt
On Myselfe~Anne Kingsmill Finch~poem_380.txt
Signs of Winter~John Clare~poem_381.txt
Ainsi Va le Monde~Robinson~poem_382.txt
Fragment: To Byron~Percy Bysshe Shelley~poem_383.txt
The Service without Hope --~Emily Dickinson~poem_384.txt
Come hither, child~Emily Bronte~poem_385.txt
My Boy Hobbie O~George Gordon, Lord Byron~poem_386.txt
Like the Touch of Rain~Edward Thomas~poem_387.txt
To Her Father with Some Verses~Anne Bradstreet~poem_388.txt
Brothers~Gerard Manley Hopkins~poem_389.txt
Autumn Fires~Robert Louis Stevenson~poem_390.txt
The Ants~John Clare~poem_391.txt
A Wind that rose~Emily Dickinson~poem_392.txt
On The Death Of Mr. Robert Levet, A Practiser In Physic~Samuel Johnson~poem_393.txt
On an Icicle That Clung to the Grass of a Grave~Percy Bysshe Shelley~poem_394.txt
Some, too fragile for winter winds~Emily Dickinson~poem_395.txt
Hymn to Mercury~Percy Bysshe Shelley~poem_396.txt
Nay, Lord, not thus! white lilies in the spring,~Oscar Wilde~poem_397.txt
Impromptu, in Reply to a Friend~George Gordon, Lord Byron~poem_398.txt
A Woman's Honour~John Wilmot~poem_399.txt
The Bee and the Butterfly~Robinson~poem_400.txt
The Task: Book VI, The Winter Walk at Noon (excerpts)~William Cowper~poem_401.txt
The Birch-Tree at Loschwitz~Amy Levy~poem_402.txt
What Shall I Give?~Edward Thomas~poem_403.txt
The Source~Edward Thomas~poem_404.txt
Which is the best -- the Moon or the Crescent?~Emily Dickinson~poem_405.txt
From "The Parish: A Satire"~John Clare~poem_406.txt
TO A CHILD~Henry Wadsworth Longfellow~poem_407.txt
My Pretty Rose Tree~William Blake~poem_408.txt
The Wandering Jew's Soliloquy~Percy Bysshe Shelley~poem_409.txt
Sonnet XXXIII: I Wake~Robinson~poem_410.txt
73. Song—Farewell to Ballochmyle~Robert Burns~poem_411.txt
Pine-Trees and the Sky: Evening~Rupert Brooke~poem_412.txt
Safety-Clutch~Ambrose Bierce~poem_413.txt
What General has a Good Army.~Walt Whitman~poem_414.txt
Of a Lady Singing to Her Lute.~Alexander Pope~poem_415.txt
Better -- than Music! For I -- who heard it --~Emily Dickinson~poem_416.txt
The Irishman's Song~Percy Bysshe Shelley~poem_417.txt
Love, Hope, Desire, and Fear~Percy Bysshe Shelley~poem_418.txt
Could that sweet Darkness where they dwell~Emily Dickinson~poem_419.txt
L'AMITIÉ, Est L'AMOUR Sans Ailes~George Gordon, Lord Byron~poem_420.txt
The Mistletoe (A Christmas Tale)~Robinson~poem_421.txt
Graves of Infants~John Clare~poem_422.txt
Dying at my music!~Emily Dickinson~poem_423.txt
Song from The Silent Woman~Ben Jonson~poem_424.txt
So gay a Flower~Emily Dickinson~poem_425.txt
The Combe~Edward Thomas~poem_426.txt
Sonnet 125: Were't aught to me I bore the canopy~William Shakespeare~poem_427.txt
A Farewell to Agassiz~Oliver Wendell Holmes~poem_428.txt
The Canterbury Tales. The Second Nun's Tale~Geoffrey Chaucer~poem_429.txt
To lose one's faith -- surpass~Emily Dickinson~poem_430.txt
In heaven~Stephen Crane~poem_431.txt
In Memory of F.P.~Katherine Philips~poem_432.txt
Christmas Antiphones~Algernon Charles Swinburne~poem_433.txt
A Baby's Death~Algernon Charles Swinburne~poem_434.txt
Fragment: 'Unrisen Splendour of the Brightest Sun'~Percy Bysshe Shelley~poem_435.txt
Fragment: 'Wake the Serpent Not'~Percy Bysshe Shelley~poem_436.txt
The Death of Captain Ward~William Topaz McGonagall~poem_437.txt
Buona Notte~Percy Bysshe Shelley~poem_438.txt
Life's Progress~Anne Kingsmill Finch~poem_439.txt
When He Should Laugh~Edward Thomas~poem_440.txt
Sonnet 103: Alack! what poverty my Muse brings forth~William Shakespeare~poem_441.txt
Spirit of Plato~Percy Bysshe Shelley~poem_442.txt
My Lost Youth~Henry Wadsworth Longfellow~poem_443.txt
A Farewell to False Love~Sir Walter Raleigh~poem_444.txt
Last Words on Greece~George Gordon, Lord Byron~poem_445.txt
The Flight of the Duchess~Robert Browning~poem_446.txt
To Homer~John Keats~poem_447.txt
To My Son~George Gordon, Lord Byron~poem_448.txt
Sonnet 48: How careful was I when I took my way~William Shakespeare~poem_449.txt
The Cottager~John Clare~poem_450.txt
Sympathy~Emily Bronte~poem_451.txt
244. The Henpecked Husband~Robert Burns~poem_452.txt
The Summer Rain~Henry David Thoreau~poem_453.txt
The Princess (part 3)~Lord Alfred Tennyson~poem_454.txt
I died for Beauty -- but was scarce~Emily Dickinson~poem_455.txt
As the Team's Head-Brass~Edward Thomas~poem_456.txt
